"team","season","date","rolling_5_game_points"
Paris Saint-Germain,"2011/2012","2012-02-25 00:00:00",9
Paris Saint-Germain,"2011/2012","2012-03-04 00:00:00",9
Paris Saint-Germain,"2011/2012","2012-03-11 00:00:00",9
Paris Saint-Germain,"2011/2012","2012-03-17 00:00:00",9
Paris Saint-Germain,"2011/2012","2012-03-25 00:00:00",9
Paris Saint-Germain,"2011/2012","2012-03-31 00:00:00",8
Paris Saint-Germain,"2011/2012","2012-04-08 00:00:00",8
Paris Saint-Germain,"2011/2012","2012-04-15 00:00:00",6
Paris Saint-Germain,"2011/2012","2012-04-22 00:00:00",8
Paris Saint-Germain,"2011/2012","2012-04-29 00:00:00",7
Paris Saint-Germain,"2011/2012","2012-05-02 00:00:00",10
Paris Saint-Germain,"2011/2012","2012-05-06 00:00:00",10
Paris Saint-Germain,"2011/2012","2012-05-13 00:00:00",12
Paris Saint-Germain,"2011/2012","2012-05-20 00:00:00",12
Paris Saint-Germain,"2012/2013","2012-08-11 00:00:00",13
Paris Saint-Germain,"2012/2013","2012-08-19 00:00:00",11
Paris Saint-Germain,"2012/2013","2012-08-26 00:00:00",9
Paris Saint-Germain,"2012/2013","2012-09-02 00:00:00",9
Paris Saint-Germain,"2012/2013","2012-09-14 00:00:00",9
Paris Saint-Germain,"2012/2013","2012-09-22 00:00:00",11
Paris Saint-Germain,"2012/2013","2012-09-29 00:00:00",13
Paris Saint-Germain,"2012/2013","2012-10-07 00:00:00",13
Paris Saint-Germain,"2012/2013","2012-10-20 00:00:00",13
Paris Saint-Germain,"2012/2013","2012-10-27 00:00:00",13
Paris Saint-Germain,"2012/2013","2012-11-03 00:00:00",10
Paris Saint-Germain,"2012/2013","2012-11-11 00:00:00",8
Paris Saint-Germain,"2012/2013","2012-11-17 00:00:00",7
Paris Saint-Germain,"2012/2013","2012-11-24 00:00:00",7
Paris Saint-Germain,"2012/2013","2012-12-01 00:00:00",4
Paris Saint-Germain,"2012/2013","2012-12-08 00:00:00",7
Paris Saint-Germain,"2012/2013","2012-12-11 00:00:00",9
Paris Saint-Germain,"2012/2013","2012-12-16 00:00:00",12
Paris Saint-Germain,"2012/2013","2012-12-21 00:00:00",12
Paris Saint-Germain,"2012/2013","2013-01-11 00:00:00",13
Paris Saint-Germain,"2012/2013","2013-01-20 00:00:00",13
Paris Saint-Germain,"2012/2013","2013-01-27 00:00:00",13
Paris Saint-Germain,"2012/2013","2013-02-01 00:00:00",13
Paris Saint-Germain,"2012/2013","2013-02-08 00:00:00",13
Paris Saint-Germain,"2012/2013","2013-02-17 00:00:00",12
Paris Saint-Germain,"2012/2013","2013-02-24 00:00:00",12
Paris Saint-Germain,"2012/2013","2013-03-02 00:00:00",9
Paris Saint-Germain,"2012/2013","2013-03-09 00:00:00",9
Paris Saint-Germain,"2012/2013","2013-03-17 00:00:00",7
Paris Saint-Germain,"2012/2013","2013-03-29 00:00:00",10
Paris Saint-Germain,"2012/2013","2013-04-06 00:00:00",10
Paris Saint-Germain,"2012/2013","2013-04-13 00:00:00",13
Paris Saint-Germain,"2012/2013","2013-04-21 00:00:00",13
Paris Saint-Germain,"2012/2013","2013-04-28 00:00:00",15
Paris Saint-Germain,"2012/2013","2013-05-05 00:00:00",13
Paris Saint-Germain,"2012/2013","2013-05-12 00:00:00",13
Paris Saint-Germain,"2012/2013","2013-05-18 00:00:00",13
Paris Saint-Germain,"2012/2013","2013-05-26 00:00:00",13
Paris Saint-Germain,"2013/2014","2013-08-09 00:00:00",11
Paris Saint-Germain,"2013/2014","2013-08-18 00:00:00",11
Paris Saint-Germain,"2013/2014","2013-08-25 00:00:00",11
Paris Saint-Germain,"2013/2014","2013-08-31 00:00:00",11
Paris Saint-Germain,"2013/2014","2013-09-13 00:00:00",11
Paris Saint-Germain,"2013/2014","2013-09-22 00:00:00",11
Paris Saint-Germain,"2013/2014","2013-09-25 00:00:00",13
Paris Saint-Germain,"2013/2014","2013-09-28 00:00:00",13
Paris Saint-Germain,"2013/2014","2013-10-06 00:00:00",13
Paris Saint-Germain,"2013/2014","2013-10-19 00:00:00",13
Paris Saint-Germain,"2013/2014","2013-10-27 00:00:00",13
Paris Saint-Germain,"2013/2014","2013-11-01 00:00:00",13
Paris Saint-Germain,"2013/2014","2013-11-09 00:00:00",13
Paris Saint-Germain,"2013/2014","2013-11-23 00:00:00",13
Paris Saint-Germain,"2013/2014","2013-12-01 00:00:00",13
Paris Saint-Germain,"2013/2014","2013-12-04 00:00:00",12
Paris Saint-Germain,"2013/2014","2013-12-07 00:00:00",12
Paris Saint-Germain,"2013/2014","2013-12-14 00:00:00",12
Paris Saint-Germain,"2013/2014","2013-12-22 00:00:00",10
Paris Saint-Germain,"2013/2014","2014-01-11 00:00:00",10
Paris Saint-Germain,"2013/2014","2014-01-19 00:00:00",13
Paris Saint-Germain,"2013/2014","2014-01-25 00:00:00",11
Paris Saint-Germain,"2013/2014","2014-01-31 00:00:00",11
Paris Saint-Germain,"2013/2014","2014-02-09 00:00:00",11
Paris Saint-Germain,"2013/2014","2014-02-14 00:00:00",11
Paris Saint-Germain,"2013/2014","2014-02-23 00:00:00",11
Paris Saint-Germain,"2013/2014","2014-03-02 00:00:00",13
Paris Saint-Germain,"2013/2014","2014-03-08 00:00:00",13
Paris Saint-Germain,"2013/2014","2014-03-16 00:00:00",15
Paris Saint-Germain,"2013/2014","2014-03-21 00:00:00",15
Paris Saint-Germain,"2013/2014","2014-03-28 00:00:00",15
Paris Saint-Germain,"2013/2014","2014-04-05 00:00:00",15
Paris Saint-Germain,"2013/2014","2014-04-13 00:00:00",12
Paris Saint-Germain,"2013/2014","2014-04-23 00:00:00",12
Paris Saint-Germain,"2013/2014","2014-04-27 00:00:00",10
Paris Saint-Germain,"2013/2014","2014-05-07 00:00:00",7
Paris Saint-Germain,"2013/2014","2014-05-10 00:00:00",7
Paris Saint-Germain,"2013/2014","2014-05-17 00:00:00",10
Paris Saint-Germain,"2014/2015","2014-08-08 00:00:00",8
Paris Saint-Germain,"2014/2015","2014-08-16 00:00:00",10
Paris Saint-Germain,"2014/2015","2014-08-22 00:00:00",11
Paris Saint-Germain,"2014/2015","2014-08-31 00:00:00",11
Paris Saint-Germain,"2014/2015","2014-09-13 00:00:00",9
Paris Saint-Germain,"2014/2015","2014-09-21 00:00:00",9
Paris Saint-Germain,"2014/2015","2014-09-24 00:00:00",9
Paris Saint-Germain,"2014/2015","2014-09-27 00:00:00",9
Paris Saint-Germain,"2014/2015","2014-10-05 00:00:00",7
Paris Saint-Germain,"2014/2015","2014-10-17 00:00:00",9
Paris Saint-Germain,"2014/2015","2014-10-25 00:00:00",11
Paris Saint-Germain,"2014/2015","2014-11-01 00:00:00",11
Paris Saint-Germain,"2014/2015","2014-11-09 00:00:00",13
Paris Saint-Germain,"2014/2015","2014-11-21 00:00:00",15
Paris Saint-Germain,"2014/2015","2014-11-29 00:00:00",15
Paris Saint-Germain,"2014/2015","2014-12-03 00:00:00",13
Paris Saint-Germain,"2014/2015","2014-12-06 00:00:00",13
Paris Saint-Germain,"2014/2015","2014-12-14 00:00:00",10
Paris Saint-Germain,"2014/2015","2014-12-20 00:00:00",8
Paris Saint-Germain,"2014/2015","2015-01-10 00:00:00",5
Paris Saint-Germain,"2014/2015","2015-01-18 00:00:00",7
Paris Saint-Germain,"2014/2015","2015-01-25 00:00:00",7
Paris Saint-Germain,"2014/2015","2015-01-30 00:00:00",10
Paris Saint-Germain,"2014/2015","2015-02-08 00:00:00",10
Paris Saint-Germain,"2014/2015","2015-02-14 00:00:00",11
Paris Saint-Germain,"2014/2015","2015-02-21 00:00:00",11
Paris Saint-Germain,"2014/2015","2015-03-01 00:00:00",9
Paris Saint-Germain,"2014/2015","2015-03-07 00:00:00",9
Paris Saint-Germain,"2014/2015","2015-03-15 00:00:00",8
Paris Saint-Germain,"2014/2015","2015-03-20 00:00:00",10
Paris Saint-Germain,"2014/2015","2015-04-05 00:00:00",10
Paris Saint-Germain,"2014/2015","2015-04-18 00:00:00",12
Paris Saint-Germain,"2014/2015","2015-04-25 00:00:00",12
Paris Saint-Germain,"2014/2015","2015-04-28 00:00:00",15
Paris Saint-Germain,"2014/2015","2015-05-03 00:00:00",15
Paris Saint-Germain,"2014/2015","2015-05-08 00:00:00",15
Paris Saint-Germain,"2014/2015","2015-05-16 00:00:00",15
Paris Saint-Germain,"2014/2015","2015-05-23 00:00:00",15
Paris Saint-Germain,"2015/2016","2015-08-07 00:00:00",15
Paris Saint-Germain,"2015/2016","2015-08-16 00:00:00",15
Paris Saint-Germain,"2015/2016","2015-08-21 00:00:00",15
Paris Saint-Germain,"2015/2016","2015-08-30 00:00:00",15
Paris Saint-Germain,"2015/2016","2015-09-11 00:00:00",13
Paris Saint-Germain,"2015/2016","2015-09-19 00:00:00",11
Paris Saint-Germain,"2015/2016","2015-09-22 00:00:00",11
Paris Saint-Germain,"2015/2016","2015-09-26 00:00:00",11
Paris Saint-Germain,"2015/2016","2015-10-04 00:00:00",11
Paris Saint-Germain,"2015/2016","2015-10-17 00:00:00",13
Paris Saint-Germain,"2015/2016","2015-10-25 00:00:00",15
Paris Saint-Germain,"2015/2016","2015-10-30 00:00:00",15
Paris Saint-Germain,"2015/2016","2015-11-07 00:00:00",15
Paris Saint-Germain,"2015/2016","2015-11-21 00:00:00",15
Paris Saint-Germain,"2015/2016","2015-11-28 00:00:00",15
Paris Saint-Germain,"2015/2016","2015-12-01 00:00:00",13
Paris Saint-Germain,"2015/2016","2015-12-04 00:00:00",13
Paris Saint-Germain,"2015/2016","2015-12-13 00:00:00",13
Paris Saint-Germain,"2015/2016","2015-12-19 00:00:00",13
Paris Saint-Germain,"2015/2016","2016-01-08 00:00:00",13
Paris Saint-Germain,"2015/2016","2016-01-16 00:00:00",15
Paris Saint-Germain,"2015/2016","2016-01-23 00:00:00",15
Paris Saint-Germain,"2015/2016","2016-01-31 00:00:00",15
Paris Saint-Germain,"2015/2016","2016-02-03 00:00:00",15
Paris Saint-Germain,"2015/2016","2016-02-07 00:00:00",15
Paris Saint-Germain,"2015/2016","2016-02-13 00:00:00",13
Paris Saint-Germain,"2015/2016","2016-02-20 00:00:00",13
Paris Saint-Germain,"2015/2016","2016-02-28 00:00:00",10
Paris Saint-Germain,"2015/2016","2016-03-05 00:00:00",8
Paris Saint-Germain,"2015/2016","2016-03-13 00:00:00",8
Paris Saint-Germain,"2015/2016","2016-03-20 00:00:00",7
Paris Saint-Germain,"2015/2016","2016-04-02 00:00:00",7
Paris Saint-Germain,"2015/2016","2016-04-09 00:00:00",10
Paris Saint-Germain,"2015/2016","2016-04-16 00:00:00",12
Paris Saint-Germain,"2015/2016","2016-04-29 00:00:00",12
Paris Saint-Germain,"2015/2016","2016-05-07 00:00:00",15
Paris Saint-Germain,"2015/2016","2016-05-11 00:00:00",13
Paris Saint-Germain,"2015/2016","2016-05-14 00:00:00",13
Norwich City,"2011/2012","2011-08-13 00:00:00",1
Norwich City,"2011/2012","2011-08-21 00:00:00",2
Norwich City,"2011/2012","2011-08-27 00:00:00",2
Norwich City,"2011/2012","2011-09-11 00:00:00",2
Norwich City,"2011/2012","2011-09-17 00:00:00",5
Norwich City,"2011/2012","2011-09-26 00:00:00",7
Norwich City,"2011/2012","2011-10-01 00:00:00",6
Norwich City,"2011/2012","2011-10-15 00:00:00",9
Norwich City,"2011/2012","2011-10-22 00:00:00",10
Norwich City,"2011/2012","2011-10-29 00:00:00",8
Norwich City,"2011/2012","2011-11-05 00:00:00",5
Norwich City,"2011/2012","2011-11-19 00:00:00",5
Norwich City,"2011/2012","2011-11-26 00:00:00",5
Norwich City,"2011/2012","2011-12-03 00:00:00",4
Norwich City,"2011/2012","2011-12-10 00:00:00",6
Norwich City,"2011/2012","2011-12-17 00:00:00",7
Norwich City,"2011/2012","2011-12-20 00:00:00",8
Norwich City,"2011/2012","2011-12-27 00:00:00",5
Norwich City,"2011/2012","2011-12-31 00:00:00",6
Norwich City,"2011/2012","2012-01-02 00:00:00",6
Norwich City,"2011/2012","2012-01-14 00:00:00",8
Norwich City,"2011/2012","2012-01-21 00:00:00",8
Norwich City,"2011/2012","2012-02-01 00:00:00",8
Norwich City,"2011/2012","2012-02-04 00:00:00",10
Norwich City,"2011/2012","2012-02-11 00:00:00",10
Norwich City,"2011/2012","2012-02-26 00:00:00",7
Norwich City,"2011/2012","2012-03-03 00:00:00",6
Norwich City,"2011/2012","2012-03-11 00:00:00",7
Norwich City,"2011/2012","2012-03-18 00:00:00",4
Norwich City,"2011/2012","2012-03-24 00:00:00",4
Norwich City,"2011/2012","2012-03-31 00:00:00",4
Norwich City,"2011/2012","2012-04-07 00:00:00",5
Norwich City,"2011/2012","2012-04-09 00:00:00",7
Norwich City,"2011/2012","2012-04-14 00:00:00",7
Norwich City,"2011/2012","2012-04-21 00:00:00",4
Norwich City,"2011/2012","2012-04-28 00:00:00",4
Norwich City,"2011/2012","2012-05-05 00:00:00",4
Norwich City,"2011/2012","2012-05-13 00:00:00",4
Norwich City,"2012/2013","2012-08-18 00:00:00",4
Norwich City,"2012/2013","2012-08-25 00:00:00",5
Norwich City,"2012/2013","2012-09-01 00:00:00",6
Norwich City,"2012/2013","2012-09-15 00:00:00",6
Norwich City,"2012/2013","2012-09-23 00:00:00",3
Norwich City,"2012/2013","2012-09-29 00:00:00",3
Norwich City,"2012/2013","2012-10-06 00:00:00",2
Norwich City,"2012/2013","2012-10-20 00:00:00",4
Norwich City,"2012/2013","2012-10-27 00:00:00",4
Norwich City,"2012/2013","2012-11-03 00:00:00",7
Norwich City,"2012/2013","2012-11-10 00:00:00",8
Norwich City,"2012/2013","2012-11-17 00:00:00",11
Norwich City,"2012/2013","2012-11-24 00:00:00",9
Norwich City,"2012/2013","2012-11-28 00:00:00",9
Norwich City,"2012/2013","2012-12-02 00:00:00",9
Norwich City,"2012/2013","2012-12-08 00:00:00",11
Norwich City,"2012/2013","2012-12-15 00:00:00",11
Norwich City,"2012/2013","2012-12-22 00:00:00",10
Norwich City,"2012/2013","2012-12-26 00:00:00",9
Norwich City,"2012/2013","2012-12-29 00:00:00",6
Norwich City,"2012/2013","2013-01-01 00:00:00",3
Norwich City,"2012/2013","2013-01-12 00:00:00",1
Norwich City,"2012/2013","2013-01-19 00:00:00",1
Norwich City,"2012/2013","2013-01-30 00:00:00",2
Norwich City,"2012/2013","2013-02-02 00:00:00",3
Norwich City,"2012/2013","2013-02-09 00:00:00",4
Norwich City,"2012/2013","2013-02-23 00:00:00",6
Norwich City,"2012/2013","2013-03-02 00:00:00",6
Norwich City,"2012/2013","2013-03-09 00:00:00",6
Norwich City,"2012/2013","2013-03-17 00:00:00",6
Norwich City,"2012/2013","2013-03-30 00:00:00",5
Norwich City,"2012/2013","2013-04-06 00:00:00",3
Norwich City,"2012/2013","2013-04-13 00:00:00",3
Norwich City,"2012/2013","2013-04-20 00:00:00",5
Norwich City,"2012/2013","2013-04-27 00:00:00",4
Norwich City,"2012/2013","2013-05-04 00:00:00",4
Norwich City,"2012/2013","2013-05-12 00:00:00",6
Norwich City,"2012/2013","2013-05-19 00:00:00",9
Norwich City,"2013/2014","2013-08-17 00:00:00",7
Norwich City,"2013/2014","2013-08-24 00:00:00",7
Norwich City,"2013/2014","2013-08-31 00:00:00",10
Norwich City,"2013/2014","2013-09-14 00:00:00",7
Norwich City,"2013/2014","2013-09-21 00:00:00",4
Norwich City,"2013/2014","2013-09-29 00:00:00",6
Norwich City,"2013/2014","2013-10-06 00:00:00",6
Norwich City,"2013/2014","2013-10-19 00:00:00",3
Norwich City,"2013/2014","2013-10-26 00:00:00",4
Norwich City,"2013/2014","2013-11-02 00:00:00",4
Norwich City,"2013/2014","2013-11-09 00:00:00",4
Norwich City,"2013/2014","2013-11-23 00:00:00",4
Norwich City,"2013/2014","2013-11-30 00:00:00",7
Norwich City,"2013/2014","2013-12-04 00:00:00",6
Norwich City,"2013/2014","2013-12-07 00:00:00",9
Norwich City,"2013/2014","2013-12-15 00:00:00",7
Norwich City,"2013/2014","2013-12-21 00:00:00",8
Norwich City,"2013/2014","2013-12-26 00:00:00",5
Norwich City,"2013/2014","2013-12-28 00:00:00",5
Norwich City,"2013/2014","2014-01-01 00:00:00",3
Norwich City,"2013/2014","2014-01-11 00:00:00",2
Norwich City,"2013/2014","2014-01-18 00:00:00",4
Norwich City,"2013/2014","2014-01-28 00:00:00",5
Norwich City,"2013/2014","2014-02-01 00:00:00",5
Norwich City,"2013/2014","2014-02-08 00:00:00",5
Norwich City,"2013/2014","2014-02-11 00:00:00",5
Norwich City,"2013/2014","2014-02-23 00:00:00",5
Norwich City,"2013/2014","2014-03-02 00:00:00",4
Norwich City,"2013/2014","2014-03-08 00:00:00",5
Norwich City,"2013/2014","2014-03-15 00:00:00",4
Norwich City,"2013/2014","2014-03-22 00:00:00",7
Norwich City,"2013/2014","2014-03-29 00:00:00",4
Norwich City,"2013/2014","2014-04-05 00:00:00",4
Norwich City,"2013/2014","2014-04-12 00:00:00",3
Norwich City,"2013/2014","2014-04-20 00:00:00",3
Norwich City,"2013/2014","2014-04-26 00:00:00",0
Norwich City,"2013/2014","2014-05-04 00:00:00",1
Norwich City,"2013/2014","2014-05-11 00:00:00",1
Norwich City,"2015/2016","2015-08-08 00:00:00",1
Norwich City,"2015/2016","2015-08-15 00:00:00",4
Norwich City,"2015/2016","2015-08-22 00:00:00",5
Norwich City,"2015/2016","2015-08-30 00:00:00",4
Norwich City,"2015/2016","2015-09-12 00:00:00",7
Norwich City,"2015/2016","2015-09-20 00:00:00",8
Norwich City,"2015/2016","2015-09-26 00:00:00",6
Norwich City,"2015/2016","2015-10-03 00:00:00",5
Norwich City,"2015/2016","2015-10-18 00:00:00",5
Norwich City,"2015/2016","2015-10-24 00:00:00",2
Norwich City,"2015/2016","2015-10-31 00:00:00",1
Norwich City,"2015/2016","2015-11-07 00:00:00",3
Norwich City,"2015/2016","2015-11-21 00:00:00",3
Norwich City,"2015/2016","2015-11-29 00:00:00",4
Norwich City,"2015/2016","2015-12-05 00:00:00",4
Norwich City,"2015/2016","2015-12-12 00:00:00",5
Norwich City,"2015/2016","2015-12-19 00:00:00",5
Norwich City,"2015/2016","2015-12-26 00:00:00",5
Norwich City,"2015/2016","2015-12-28 00:00:00",7
Norwich City,"2015/2016","2016-01-02 00:00:00",10
Norwich City,"2015/2016","2016-01-13 00:00:00",9
Norwich City,"2015/2016","2016-01-16 00:00:00",6
Norwich City,"2015/2016","2016-01-23 00:00:00",6
Norwich City,"2015/2016","2016-02-02 00:00:00",3
Norwich City,"2015/2016","2016-02-06 00:00:00",0
Norwich City,"2015/2016","2016-02-13 00:00:00",1
Norwich City,"2015/2016","2016-02-27 00:00:00",1
Norwich City,"2015/2016","2016-03-01 00:00:00",1
Norwich City,"2015/2016","2016-03-05 00:00:00",1
Norwich City,"2015/2016","2016-03-12 00:00:00",2
Norwich City,"2015/2016","2016-03-19 00:00:00",4
Norwich City,"2015/2016","2016-04-02 00:00:00",7
Norwich City,"2015/2016","2016-04-09 00:00:00",7
Norwich City,"2015/2016","2016-04-16 00:00:00",7
Norwich City,"2015/2016","2016-04-30 00:00:00",6
Norwich City,"2015/2016","2016-05-07 00:00:00",3
Norwich City,"2015/2016","2016-05-11 00:00:00",3
Norwich City,"2015/2016","2016-05-15 00:00:00",3
Stade Rennais FC,"2008/2009","2008-08-09 00:00:00",1
Stade Rennais FC,"2008/2009","2008-08-17 00:00:00",1
Stade Rennais FC,"2008/2009","2008-08-24 00:00:00",4
Stade Rennais FC,"2008/2009","2008-08-31 00:00:00",5
Stade Rennais FC,"2008/2009","2008-09-13 00:00:00",6
Stade Rennais FC,"2008/2009","2008-09-21 00:00:00",6
Stade Rennais FC,"2008/2009","2008-09-27 00:00:00",9
Stade Rennais FC,"2008/2009","2008-10-05 00:00:00",9
Stade Rennais FC,"2008/2009","2008-10-19 00:00:00",9
Stade Rennais FC,"2008/2009","2008-10-25 00:00:00",9
Stade Rennais FC,"2008/2009","2008-10-29 00:00:00",9
Stade Rennais FC,"2008/2009","2008-11-02 00:00:00",9
Stade Rennais FC,"2008/2009","2008-11-09 00:00:00",9
Stade Rennais FC,"2008/2009","2008-11-16 00:00:00",11
Stade Rennais FC,"2008/2009","2008-11-22 00:00:00",11
Stade Rennais FC,"2008/2009","2008-11-30 00:00:00",13
Stade Rennais FC,"2008/2009","2008-12-06 00:00:00",11
Stade Rennais FC,"2008/2009","2008-12-13 00:00:00",9
Stade Rennais FC,"2008/2009","2008-12-20 00:00:00",9
Stade Rennais FC,"2008/2009","2009-01-10 00:00:00",11
Stade Rennais FC,"2008/2009","2009-01-18 00:00:00",8
Stade Rennais FC,"2008/2009","2009-01-31 00:00:00",8
Stade Rennais FC,"2008/2009","2009-02-07 00:00:00",7
Stade Rennais FC,"2008/2009","2009-02-14 00:00:00",5
Stade Rennais FC,"2008/2009","2009-02-21 00:00:00",5
Stade Rennais FC,"2008/2009","2009-03-01 00:00:00",6
Stade Rennais FC,"2008/2009","2009-03-08 00:00:00",8
Stade Rennais FC,"2008/2009","2009-03-14 00:00:00",9
Stade Rennais FC,"2008/2009","2009-03-21 00:00:00",9
Stade Rennais FC,"2008/2009","2009-04-05 00:00:00",6
Stade Rennais FC,"2008/2009","2009-04-11 00:00:00",8
Stade Rennais FC,"2008/2009","2009-04-18 00:00:00",5
Stade Rennais FC,"2008/2009","2009-04-29 00:00:00",4
Stade Rennais FC,"2008/2009","2009-05-03 00:00:00",6
Stade Rennais FC,"2008/2009","2009-05-13 00:00:00",9
Stade Rennais FC,"2008/2009","2009-05-17 00:00:00",7
Stade Rennais FC,"2008/2009","2009-05-23 00:00:00",10
Stade Rennais FC,"2008/2009","2009-05-30 00:00:00",10
Stade Rennais FC,"2009/2010","2009-08-08 00:00:00",10
Stade Rennais FC,"2009/2010","2009-08-16 00:00:00",8
Stade Rennais FC,"2009/2010","2009-08-22 00:00:00",8
Stade Rennais FC,"2009/2010","2009-08-29 00:00:00",6
Stade Rennais FC,"2009/2010","2009-09-13 00:00:00",9
Stade Rennais FC,"2009/2010","2009-09-19 00:00:00",9
Stade Rennais FC,"2009/2010","2009-09-27 00:00:00",8
Stade Rennais FC,"2009/2010","2009-10-03 00:00:00",7
Stade Rennais FC,"2009/2010","2009-10-17 00:00:00",7
Stade Rennais FC,"2009/2010","2009-10-24 00:00:00",7
Stade Rennais FC,"2009/2010","2009-11-01 00:00:00",4
Stade Rennais FC,"2009/2010","2009-11-08 00:00:00",4
Stade Rennais FC,"2009/2010","2009-11-21 00:00:00",7
Stade Rennais FC,"2009/2010","2009-11-29 00:00:00",7
Stade Rennais FC,"2009/2010","2009-12-05 00:00:00",7
Stade Rennais FC,"2009/2010","2009-12-12 00:00:00",10
Stade Rennais FC,"2009/2010","2009-12-16 00:00:00",10
Stade Rennais FC,"2009/2010","2009-12-19 00:00:00",10
Stade Rennais FC,"2009/2010","2009-12-23 00:00:00",9
Stade Rennais FC,"2009/2010","2010-01-16 00:00:00",7
Stade Rennais FC,"2009/2010","2010-01-19 00:00:00",5
Stade Rennais FC,"2009/2010","2010-01-30 00:00:00",8
Stade Rennais FC,"2009/2010","2010-02-06 00:00:00",8
Stade Rennais FC,"2009/2010","2010-02-14 00:00:00",8
Stade Rennais FC,"2009/2010","2010-02-21 00:00:00",7
Stade Rennais FC,"2009/2010","2010-02-27 00:00:00",6
Stade Rennais FC,"2009/2010","2010-03-06 00:00:00",6
Stade Rennais FC,"2009/2010","2010-03-14 00:00:00",6
Stade Rennais FC,"2009/2010","2010-03-20 00:00:00",9
Stade Rennais FC,"2009/2010","2010-03-28 00:00:00",12
Stade Rennais FC,"2009/2010","2010-04-03 00:00:00",12
Stade Rennais FC,"2009/2010","2010-04-10 00:00:00",10
Stade Rennais FC,"2009/2010","2010-04-17 00:00:00",8
Stade Rennais FC,"2009/2010","2010-04-24 00:00:00",6
Stade Rennais FC,"2009/2010","2010-05-02 00:00:00",3
Stade Rennais FC,"2009/2010","2010-05-05 00:00:00",3
Stade Rennais FC,"2009/2010","2010-05-08 00:00:00",3
Stade Rennais FC,"2009/2010","2010-05-15 00:00:00",2
Stade Rennais FC,"2010/2011","2010-08-07 00:00:00",2
Stade Rennais FC,"2010/2011","2010-08-14 00:00:00",5
Stade Rennais FC,"2010/2011","2010-08-21 00:00:00",6
Stade Rennais FC,"2010/2011","2010-08-28 00:00:00",8
Stade Rennais FC,"2010/2011","2010-09-11 00:00:00",11
Stade Rennais FC,"2010/2011","2010-09-19 00:00:00",11
Stade Rennais FC,"2010/2011","2010-09-25 00:00:00",11
Stade Rennais FC,"2010/2011","2010-10-03 00:00:00",13
Stade Rennais FC,"2010/2011","2010-10-17 00:00:00",11
Stade Rennais FC,"2010/2011","2010-10-23 00:00:00",8
Stade Rennais FC,"2010/2011","2010-11-06 00:00:00",8
Stade Rennais FC,"2010/2011","2010-11-14 00:00:00",5
Stade Rennais FC,"2010/2011","2010-11-20 00:00:00",5
Stade Rennais FC,"2010/2011","2010-11-27 00:00:00",4
Stade Rennais FC,"2010/2011","2010-12-01 00:00:00",5
Stade Rennais FC,"2010/2011","2010-12-04 00:00:00",7
Stade Rennais FC,"2010/2011","2010-12-12 00:00:00",8
Stade Rennais FC,"2010/2011","2010-12-18 00:00:00",8
Stade Rennais FC,"2010/2011","2010-12-22 00:00:00",8
Stade Rennais FC,"2010/2011","2011-01-15 00:00:00",10
Stade Rennais FC,"2010/2011","2011-01-29 00:00:00",7
Stade Rennais FC,"2010/2011","2011-02-05 00:00:00",9
Stade Rennais FC,"2010/2011","2011-02-13 00:00:00",9
Stade Rennais FC,"2010/2011","2011-02-20 00:00:00",12
Stade Rennais FC,"2010/2011","2011-02-26 00:00:00",12
